Name,Email,Created,Onboarding Percentage,StagesHistory New Date Time,StagesHistory Onboarding Date Time,StagesHistory Launched Date Time,Reference By,Referral Name,Platform,Lead Source,CSM,Status
Phoenix Business Solutions,joe@phoenixbusiness.net,02-02-2024 17:21,87.5,02-02-2024 17:21,14-02-2024 02:36,03-04-2024 19:27,,Jeffrey Kenney (Powersol USA),Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
APG Solar,coleby@apgsolar.com,02-02-2024 19:20,0,02-02-2024 19:20,,,,,Sales Enablement,Subcontractorhub,,Not Interested
SunFlare Home Services,jrecillas@gosunflare.solar,02-02-2024 19:46,88.89,,,11-03-2024 17:50,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
NRG Clean Power,oren@nrgcleanpower.com,02-02-2024 21:23,0,02-02-2024 21:23,,,,,Sales Enablement,Subcontractorhub,,Dormant
Solar Connect,info@solarconnect.energy,05-02-2024 15:09,0,05-02-2024 15:09,,,,,Easy Quote,Website,,New
Sengoku Solar,info@sengokusolar.com,05-02-2024 18:40,0,05-02-2024 18:40,,,,,Sales Enablement,Subcontractorhub,,Not Interested
EXO Energy Inc,bernie@goexo.energy,05-02-2024 19:47,100,,,11-03-2024 17:51,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
NovemberTech,joelpickell+installer@novembertech.com,05-02-2024 19:57,100,,05-02-2024 19:57,,,,Marketplace,,,Approved
TriSMART Solar,zhall@trismartsolar.com,05-02-2024 22:42,0,05-02-2024 22:42,05-02-2024 23:03,,,,Easy Quote,,,Onboarding
Killua Energy inc,taj@killuaenergy.com,05-02-2024 23:30,90,,13-03-2024 18:14,15-04-2024 23:08,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Tephra Solar,dan@tephrasolar.com,06-02-2024 17:54,0,17-03-2024 20:30,,,goodleap,,Sales Enablement,LinkedIn,,Follow Up
NJ Solar Power,bhoey@njsolarpower.com,06-02-2024 19:40,0,06-02-2024 19:40,,,,,Sales Enablement,LinkedIn,,Not Interested
eFlow Solar Energy,rich@eflow.biz,06-02-2024 22:06,85.72,06-02-2024 22:06,24-02-2024 01:04,01-04-2024 15:34,,,Sales Enablement,LinkedIn,Eric Roberts(eroberts+admin@solarquote.com),Launched
Amped On Solar,luzupis@ampedonsolar.com,06-02-2024 23:35,0,06-02-2024 23:35,,,,,Sales Enablement,LinkedIn,,Unqualified
Fuzion Energy,KDavis@fuzionenergy.com,07-02-2024 19:48,100,,,23-02-2024 23:28,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Tradewinds Water,andrew@tradewindswater.com,08-02-2024 16:51,0,,08-02-2024 16:51,,,Suntuity contact,Marketplace,Partnership,,Onboarding
Tron Solar LLC,lester.gray@tron.solar,09-02-2024 18:42,88.89,,16-04-2024 15:26,06-06-2024 16:52,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Solar Energy World,sandrade@solarenergyworld.com,09-02-2024 21:34,0,09-02-2024 21:34,,,,,Sales Enablement,Website,,Follow Up
Skyline Solar LLC,carlo@skylinesolar.net,09-02-2024 21:51,100,09-02-2024 21:51,20-02-2024 16:34,27-08-2024 22:21,goodleap,,Sales Enablement,Subcontractorhub,Eric Roberts(eroberts+admin@solarquote.com),Launched
Bitterend Ventures Inc DBA BVI Solar,tfield@bvisolar.com,09-02-2024 23:17,100,,,11-03-2024 17:48,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Vantage,garima+van@expansionjs.com,12-02-2024 04:08,0,,,,,,Sales Enablement,,,Follow Up
Bright Solar,jordanento@gmail.com,12-02-2024 15:50,85.72,12-02-2024 15:50,16-02-2024 18:20,21-08-2024 16:08,,Ben Hortman (VyVue),Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Launched
Elevation Solar,ppulella@elevationsolar.com,12-02-2024 17:52,85.72,12-02-2024 17:52,07-11-2024 01:52,,,,Sales Enablement,LinkedIn,Craig Kersey(ckersey@subcontractorhub.com),Onboarding
Evergreen Solar and Construction,haron@goevergreensolar.com,12-02-2024 19:07,100,,16-04-2024 15:41,06-06-2024 17:58,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Solectric,iain@mysolectric.com,12-02-2024 19:18,0,12-02-2024 19:18,,,,,Sales Enablement,LinkedIn,,Not Interested
Climatic Solar,erik@climaticsolar.com,12-02-2024 20:33,87.5,12-02-2024 20:33,21-02-2024 19:00,24-02-2024 01:03,,,Sales Enablement,LinkedIn,Eric Roberts(eroberts+admin@solarquote.com),Retention
Prime Energy Solar,sroby@primeenergysolar.com,13-02-2024 15:47,87.5,13-02-2024 15:47,16-02-2024 18:21,23-02-2024 21:23,,,Sales Enablement,LinkedIn,Craig Kersey(ckersey@subcontractorhub.com),Retention
Solar Smart,garima+solarsmart@expansionjs.com,14-02-2024 13:14,0,,,,goodleap,,Sales Enablement,,vimal test(vimal+777@expansionjs.com),Follow Up
Solar Sear,garima+solarsear@expansionjs.com,14-02-2024 13:16,0,,,,,,Sales Enablement,,,Follow Up
Solar Direct,solardirect@nope.com,14-02-2024 22:06,50,,,,goodleap,,Sales Enablement,,,Demo
Discount Solar,Daniel@discountsolar.energy,15-02-2024 17:10,100,,,11-03-2024 17:50,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Omniya Solar,eric+omniya@subcontractorhub.com,16-02-2024 01:58,100,16-02-2024 01:58,24-05-2024 16:48,22-07-2024 22:46,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Level Energy Advisors,eric+levelenergyadvisors@subcontractorhub.com,16-02-2024 02:05,0,16-02-2024 02:05,,,,,Sales Enablement,,,Negotiation
SolarBros USA,eric+solarbros@subcontractorhub.com,16-02-2024 02:34,0,16-02-2024 02:34,,,lightreach,,Sales Enablement,,,Negotiation
Velocity Energy,ctorres@velocityenergy.us,16-02-2024 20:11,100,16-02-2024 20:11,20-09-2024 17:01,,,,Sales Enablement,Website,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Solar Maintenance Pros Inc,jeff@solarnegotiators.com,16-02-2024 21:49,100,,16-04-2024 15:26,06-06-2024 17:58,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
That Solar Company LLC,budpierce@thatsolarllc.com,19-02-2024 16:43,100,19-02-2024 16:43,30-07-2024 23:54,21-08-2024 00:37,,,Sales Enablement,LinkedIn,Eric Roberts(eroberts+admin@solarquote.com),Launched
Faraday Energy,marcus.escobedo@faradayenergy.solar,19-02-2024 17:37,28.57,19-02-2024 17:37,18-03-2024 15:24,,,Dustin O'Dell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Retention
Sustainable Energy Solutions Inc,admin@cagreen.org,19-02-2024 18:15,0,19-02-2024 18:15,16-04-2024 15:27,,,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Alpha Solar Electric,acdc.alphasolarelectric@gmail.com,19-02-2024 20:10,0,19-02-2024 20:10,,,,,Sales Enablement,Subcontractorhub,,Dormant
Nestey Solar,admin@nestey.com,20-02-2024 19:32,16.67,20-02-2024 19:32,20-02-2024 22:10,,lightreach,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Dormant
May Electric Solar,william@mayelectric.net,20-02-2024 21:02,0,20-02-2024 21:02,,,,,Sales Enablement,LinkedIn,,Dormant
Bedford Energy LLC,sharon@bedfordenergysolar.com,21-02-2024 19:21,0,21-02-2024 19:21,,,,,Sales Enablement,Subcontractorhub,,Dormant
Sunrise Energy Solutions,info@ses-solar.com,21-02-2024 20:36,0,21-02-2024 20:36,16-04-2024 15:28,,,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Dormant
BrightSun Energy LLC,mikesuchy@brightsun.solar,22-02-2024 14:42,100,,,11-03-2024 17:49,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Vertexbeta Inc,gabriel@vertexbeta.com,22-02-2024 16:24,100,,,06-06-2024 16:52,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
O Solar,Osolar.john@gmail.com,22-02-2024 19:33,0,22-02-2024 19:33,22-02-2024 19:34,28-02-2024 00:56,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Sun Dollar Solar,jason@sundollarsolar.com,23-02-2024 17:29,0,23-02-2024 17:29,,,,,Sales Enablement,Subcontractorhub,,Demo
Broadstreet Solar Inc,yakub@broadstreetdirect.com,23-02-2024 18:18,87.5,23-02-2024 18:18,06-03-2024 00:17,16-04-2024 19:50,,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Retention
Rectify Solar,pteague@rectifysolar.com,23-02-2024 19:47,0,23-02-2024 19:47,,,,,Sales Enablement,Subcontractorhub,,Unqualified
Planet Solar Inc,ben@planetsolar.com,23-02-2024 20:21,0,23-02-2024 20:21,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Ilum Solar,rrdean@ilumsolar.com,23-02-2024 20:53,0,14-10-2024 21:55,,,,,Sales Enablement,Subcontractorhub,,New
Avatar Solar,falgun@avatarsolar.com,23-02-2024 21:41,0,23-02-2024 21:41,,,,,Sales Enablement,Subcontractorhub,,Dormant
SuntuityCopy,bhawana+SuntuityCopy@expansionjs.com,26-02-2024 08:11,0,26-02-2024 08:11,,,,,Easy Quote,,,New
Nostalgic's Inc / Alternative Energy Solutions,roy@nostalgicsinc.com,26-02-2024 16:51,0,26-02-2024 16:51,,,,,Sales Enablement,Subcontractorhub,,Not Interested
PowerLutions,cy@powerlutions.com,26-02-2024 17:58,0,26-02-2024 17:58,,,,,Sales Enablement,LinkedIn,,Not Interested
Powur PBC,victoria.lopez@powur.com,26-02-2024 19:14,100,,,06-06-2024 16:52,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Infinity Solar,tim@infinitysolar.net,27-02-2024 17:27,57.14,27-02-2024 17:27,29-04-2024 19:38,,lightreach,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Solar Foundations USA Inc,dparis@solarfoundationsusa.com,27-02-2024 17:47,0,27-02-2024 17:47,,,,,Sales Enablement,LinkedIn,,Unqualified
Savkat,ben@savkat.com,27-02-2024 17:58,28.57,17-03-2024 20:21,01-05-2024 01:29,,goodleap,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Team Sunshine Solar,ahmad@teamsunshine.solar,27-02-2024 22:44,0,27-02-2024 22:44,,,,,Sales Enablement,LinkedIn,,Demo
Sisian Group Inc dba Green Mile Energy,robert@greenmileenergy.net,28-02-2024 16:55,0,14-10-2024 21:53,04-04-2024 16:58,,,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Dormant
RFX,jake@rfx.services,28-02-2024 17:49,0,,28-02-2024 17:50,,goodleap,Dustin Mansell,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Ready To Launch
Superior Preservation Inc,kevin@superiorpreservation.net,28-02-2024 18:49,0,28-02-2024 18:49,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Solar Energy World-Demo,demo@test.com,28-02-2024 19:31,42.86,28-02-2024 19:31,,,,,Sales Enablement,,,Demo
Calzona Solar,kevin@calzonasolar.com,28-02-2024 21:07,0,28-02-2024 21:07,15-04-2024 23:06,,,Tom Alexander,Sales Enablement,LinkedIn,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Oto Pilot,mpotter+@otopilotsolar.com,28-02-2024 23:19,87.5,28-02-2024 23:19,18-03-2024 19:20,28-06-2024 16:48,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Sky Energy,ateachout+1@skyenergyhome.com,29-02-2024 04:39,100,,,29-02-2024 21:00,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Sustainable Living Builders Inc,eloy@slb-inc.com,29-02-2024 17:26,0,29-02-2024 17:26,,,,,Sales Enablement,LinkedIn,,Not Interested
Optimus Energy Solutions,rickm@optimusenergysolutions.com,01-03-2024 16:49,0,01-03-2024 16:49,,,,,Sales Enablement,LinkedIn,,Dormant
Simply Sun Solar,anthonyk@simplysunsolar.com,01-03-2024 17:30,0,01-03-2024 17:30,05-03-2024 00:11,16-03-2024 04:41,,Genesis,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
SolarSME,ryan@solarsme.com,01-03-2024 20:47,0,01-03-2024 20:47,,,,,Sales Enablement,LinkedIn,,Dormant
3 Guys Solar LLC,claudio@3guyssolar.com,04-03-2024 17:13,0,04-03-2024 17:13,,,,,Sales Enablement,LinkedIn,,Follow Up
CleanTech Energy Solutions Inc,crowe3@go-cleantech.com,04-03-2024 17:31,0,04-03-2024 17:31,,,,,Sales Enablement,LinkedIn,,Follow Up
SolarLife,admin@solarandlife.com,04-03-2024 17:45,0,04-03-2024 17:45,,,,,Sales Enablement,Subcontractorhub,,Dormant
Demand Construction,karl@joindmnd.com,04-03-2024 20:03,100,,,06-06-2024 17:58,goodleap,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Green 360 Solutions,zach@elitesolarpro.com,04-03-2024 21:47,0,04-03-2024 21:47,,,,,Sales Enablement,Subcontractorhub,,Dormant
Clayco Electric,contact@claycoelectric.org,04-03-2024 22:04,87.5,04-03-2024 22:04,25-04-2024 22:10,26-06-2024 22:17,,,Sales Enablement,Subcontractorhub,Eric Roberts(eroberts+admin@solarquote.com),Launched
Ethical Energy Solar,cam.pinkas@ethicalenergysolar.com,05-03-2024 17:15,0,05-03-2024 17:15,,,,Matt Mark (SunnyMac),Sales Enablement,Website,,Follow Up
Cinran Electrical Solutions,randall@cinran.com,05-03-2024 21:20,87.5,05-03-2024 21:20,07-03-2024 20:45,01-04-2024 15:07,,,Sales Enablement,Subcontractorhub,Eric Roberts(eroberts+admin@solarquote.com),Retention
Bakersfield Shingle Wholesale Inc,cneil@bswroofing.com,05-03-2024 21:47,87.5,05-03-2024 21:47,23-09-2024 22:29,,,,Sales Enablement,Subcontractorhub,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
SolCore Inc,cameronkelly@solcoreinc.com,05-03-2024 23:56,0,,06-03-2024 00:23,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Zero Carbon Solar,andrew@zerocarbon.solar,06-03-2024 16:18,0,06-03-2024 16:18,,,,,Sales Enablement,Website,,Dormant
Renewable Energy Advantage,info@renewableusa.com,06-03-2024 17:10,0,06-03-2024 17:10,,,,,Sales Enablement,Subcontractorhub,,Follow Up
SolarRepair,gkramer@mysolarrepair.com,06-03-2024 18:50,100,06-03-2024 18:50,07-08-2024 14:36,17-08-2024 18:33,,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Launched
Vibranium Energy,info.vibraniumenergy@gmail.com,06-03-2024 21:20,0,,06-03-2024 21:24,,,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Retention
Top View Solar Inc,topviewsolar@hotmail.com,06-03-2024 22:39,0,,06-03-2024 22:39,,,,Marketplace,Subcontractorhub,,Onboarding
On Point Electric,info@thatsonpoint.net,07-03-2024 00:05,0,,,,,,Sales Enablement,,,New
Simple Flow,nborrelli+1@gosimpleflow.com,08-03-2024 01:43,87.5,08-03-2024 01:43,11-03-2024 21:10,15-03-2024 20:16,goodleap,,Sales Enablement,Subcontractorhub,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Nivo Solar,cmote@hellonivo.com,08-03-2024 01:57,100,08-03-2024 01:57,17-03-2024 22:42,23-07-2024 00:19,goodleap,,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Solarize,daniel.rizzo@mysolarize.com,08-03-2024 19:49,55.56,14-10-2024 22:05,,18-10-2024 20:59,brightstar,,Sales Enablement,LinkedIn,Jeff Darling(jdarling@subcontractorhub.com),Launched
Solar Earth USA LLC,robert@solarearthusa.com,11-03-2024 16:06,100,11-03-2024 16:06,02-04-2024 14:19,09-10-2024 13:08,,,Sales Enablement,Subcontractorhub,Eric Roberts(eroberts+admin@solarquote.com),Launched
Inty Power,jclavijo@intypower.com,11-03-2024 22:38,87.5,11-03-2024 22:38,13-03-2024 22:14,26-06-2024 21:27,goodleap,Cody Stine,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Launched
Timothy Parks Roofing & Construction Inc,Timothy.tprci@gmail.com,12-03-2024 15:03,0,12-03-2024 15:03,,,,,Sales Enablement,LinkedIn,,Not Interested
Sunsolar Solutions,val@sunsolarsolutions.com,12-03-2024 19:18,100,,14-03-2024 21:48,,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Ready To Launch
PES Solar,matt@proesolar.com,13-03-2024 15:55,0,14-10-2024 21:54,,,,,Sales Enablement,LinkedIn,,New
Rainbow Roofing Solutions,kevin@rainbowroofing.com,13-03-2024 16:11,0,13-03-2024 16:11,,,,,Sales Enablement,LinkedIn,,Not Interested
Verza Solar Electric Design C10,vergara803@gmail.com,13-03-2024 18:52,0,13-03-2024 18:52,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Nexus Energy Systems,czettel@nexussolar.net,13-03-2024 22:17,100,,15-03-2024 19:41,30-04-2024 20:06,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Lifetime Energy,ty@lifetimenrg.com,13-03-2024 22:33,0,14-10-2024 21:54,,,goodleap,,Sales Enablement,LinkedIn,Curtis Hills(curtis@subcontractorhub.com),New
Infinity Solar Systems,ray@infinitysolarsystems.com,14-03-2024 03:07,85.72,,17-03-2024 22:25,25-04-2024 19:20,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Standard Energy Solutions,brian.desmond@standardenergysolutions.com,14-03-2024 04:50,100,,15-03-2024 20:42,11-07-2024 22:33,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Energy Savings Authority,admin@esauthority.com,14-03-2024 19:51,71.43,14-03-2024 19:51,16-09-2024 19:50,,,Sean Peterson,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Onboarding
Solar Connect,info+1@test.com,14-03-2024 22:24,0,14-03-2024 22:24,,,,,Sales Enablement,Website,,Dormant
NATiVE Solar,derek@nativesolar.com,14-03-2024 23:12,0,14-03-2024 23:12,,,,,Sales Enablement,LinkedIn,,Follow Up
ReNu,athau@renucompany.com,14-03-2024 23:14,100,,03-04-2024 01:54,23-07-2024 22:45,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Good News Roofing,jordan@goodnewsroofing.com,14-03-2024 23:24,0,14-03-2024 23:24,,,,,Sales Enablement,LinkedIn,,Dormant
NYS Essential Power,sean@essentialpower.net,14-03-2024 23:38,100,,08-08-2024 22:48,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Lighthouse Solar Austin,spipkin@lighthousesolar.com,14-03-2024 23:56,0,14-03-2024 23:56,,,,,Sales Enablement,LinkedIn,,Dormant
Castaways Energy,nathan@castawaysenergy.com,15-03-2024 00:12,100,,02-04-2024 23:46,12-08-2024 20:46,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Fastrac Energy Services,jordan@fastrac.io,15-03-2024 00:23,100,,30-09-2024 20:01,,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Ready To Launch
Better Earth,shaun@betterearth.solar,15-03-2024 00:38,100,,09-04-2024 22:55,24-06-2024 21:43,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Kosmos Solar,kevin.seok@kosmossolar.com,15-03-2024 00:39,0,15-03-2024 00:39,,,,,Sales Enablement,LinkedIn,,Not Interested
Blue Raven,michael.farr@blueravensolar.com,15-03-2024 16:04,50,,03-04-2024 03:00,,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Kukahiko Inc,jj@kukahikoelectric.com,15-03-2024 16:28,0,15-03-2024 16:28,,,,,Sales Enablement,LinkedIn,,Not Interested
Senergy Power,ngentry@senergypower.com,15-03-2024 19:44,71.43,15-03-2024 19:44,25-03-2024 15:36,07-05-2024 03:47,goodleap,Dustin Mansell,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Retention
Kilo Hollow Energy,william.branch@kilohollow.com,15-03-2024 19:51,0,15-03-2024 19:51,,,,,Sales Enablement,LinkedIn,,Not Interested
816 Solar Pros,operations@816solarpros.com,17-03-2024 20:43,0,,09-04-2024 23:57,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Poly Energy,moanap@mypolyenergy.com,17-03-2024 21:11,100,,10-04-2024 00:23,12-07-2024 21:46,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Generation Solar,casey.lewis@generationsolar.net,17-03-2024 21:28,100,,19-03-2024 02:15,30-04-2024 20:05,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Soligo,info@soligo.io,17-03-2024 21:38,75,,09-04-2024 23:46,,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Retention
Infinity Solar USA,bob.harmon@infinitysolarusa.com,18-03-2024 00:31,80,,26-03-2024 15:11,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
The Solar Scouts,nicholas@thesolarscouts.com,18-03-2024 14:53,0,18-03-2024 14:53,16-04-2024 15:34,,,,Sales Enablement,LinkedIn,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Jim Jonas Inc,tonyaj@jonasenergy.com,18-03-2024 18:26,0,18-03-2024 18:26,,,,,Sales Enablement,Subcontractorhub,,Follow Up
Photon Brothers,johne@photonbrothers.com,18-03-2024 20:05,0,18-03-2024 20:05,,,,,Sales Enablement,Subcontractorhub,,New
teest 1234,vimal+23testing@expansionjs.com,19-03-2024 10:17,50,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
Ion Solar,conner.nelson@ionsolar.com,19-03-2024 17:10,100,,26-03-2024 16:55,30-04-2024 20:06,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Retention
SolarCraft Services Inc,dsmith@solarcraft.com,19-03-2024 21:02,0,19-03-2024 21:02,,,,,Sales Enablement,Subcontractorhub,,Dormant
PDL Group LLC,pbendala@padalasolar.com,20-03-2024 19:05,100,,,06-06-2024 16:51,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Solar Sage,lbarreto@solarsage.com,21-03-2024 16:34,0,21-03-2024 16:34,,,,,Sales Enablement,LinkedIn,,Not Interested
Pulse Turnkey,jason@pulseturnkey.com,21-03-2024 21:39,100,21-03-2024 21:39,22-03-2024 21:59,05-07-2024 17:08,,Matthew Potter Oto Pilot,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Energy Service Partners,jordan@joinesp.com,22-03-2024 17:57,100,,09-04-2024 23:44,30-10-2024 20:18,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
The National Builders,tnb@thenationalbuilders.com,25-03-2024 14:57,0,,,25-03-2024 15:01,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Evo Energy,rtoledo@evoenergy.pro,25-03-2024 23:23,100,,,16-04-2024 22:54,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Headline Solar,btrede@headlinesolar.com,26-03-2024 00:37,100,,,06-06-2024 17:58,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
WCP Solar,drwally@wcpsolar.com,26-03-2024 00:41,100,,,06-06-2024 17:58,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Source Global,aaronjseaman@gmail.com,26-03-2024 00:43,100,,,06-06-2024 17:58,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Power Comm,qramos@powercommpr.com,26-03-2024 15:39,100,,,06-06-2024 17:59,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Solar Energy Plus,isabel@solarenergyplus.net,26-03-2024 16:15,100,,,06-06-2024 17:59,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Connect Solar,jnavarro@connectsolar.org,26-03-2024 16:48,100,,16-04-2024 15:50,06-06-2024 17:59,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Levion Construction LLC,zwinger@levionsolar.com,26-03-2024 16:49,100,,,02-05-2024 21:56,solrite,Ryan Higgins,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Bryton Power LLC,mhayes@brytonpower.com,26-03-2024 19:29,100,,,06-06-2024 17:59,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Smart Eco Technologies LLC,smartecotechnologies@gmail.com,27-03-2024 14:44,100,,,06-06-2024 18:00,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Solar Rising LLC,chris@solarrising.net,27-03-2024 15:24,0,27-03-2024 15:24,,,,,Sales Enablement,LinkedIn,,Dormant
Convert Solar,nolie@convert-solar.com,27-03-2024 16:08,0,27-03-2024 16:08,,,goodleap,Michael Mullen,Sales Enablement,Partnership,,Follow Up
Haven Electric Inc,mark@haven-electric.com,27-03-2024 20:41,0,27-03-2024 20:41,16-04-2024 16:50,,,,Sales Enablement,LinkedIn,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Solar Wholesale Group,alan@solarwholesalegroup.com,28-03-2024 18:51,0,28-03-2024 18:51,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Project Solar Energy,terri@projectsolarenergy.com,28-03-2024 20:49,0,28-03-2024 20:49,,,,,Sales Enablement,LinkedIn,,Dormant
Smart Solar and Roofing,chasen@smartsolarsocal.com,29-03-2024 04:44,100,,,06-06-2024 18:00,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Homegrown Energy Solutions,ben.neuman@homegrownenergysolutions.com,29-03-2024 04:55,100,,,06-06-2024 18:00,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Gold Rush Energy Solutions,daniel@goldrushenergy.com,29-03-2024 05:07,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Modern Instinct Construction,jorge@moderninst.com,29-03-2024 05:15,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
UniverCity Solar,aalvarado@univercitysolar.com,29-03-2024 05:26,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Jeff Darling(jdarling@subcontractorhub.com),Launched
